Place;Area;Weight;Active;Link
LIM1;0.0;0.0;1;
LIM2;0.0;0.0;1;
LIM3;0.0;0.0;0;
LIM4;0.0;0.0;0;
LIM5;0.0;0.0;0;
LIM6;0.0;0.0;1;
LIM7;0.0;0.0;0;
LIM8;0.0;0.0;0;
LIM9;0.0;0.0;0;
LIM10;0.0;0.0;0;
LIM11;0.0;0.0;1;
LIM12;0.0;0.0;0;
LIM13;0.0;0.0;1;
LIM14;0.0;0.0;0;
