Place;Area;Weight;Active;Link
B1;7986.01;0.0;1;
B13;1364.2;0.0;1;
B14;1305.49;0.0;1;
B15;818.23;0.0;1;
B16;621.69;0.0;1;
B17;927.1;0.0;1;
B18;4183.5;0.0;1;
B19;14582.52;0.0;1;
B23;789.98;0.0;1;
B26;4491.95;0.0;1;
B27;1687.43;0.0;1;
B28;1953.32;0.0;1;
B29;5242.27;0.0;1;
B3;1961.71;0.0;1;
B30;1673.93;0.0;1;
B33;1479.5;0.0;1;
B34;1448.64;0.0;1;
B35;1448.64;0.0;1;
B38;6146.28;0.0;1;
B7;977.67;0.0;1;
B21;1184.29;0.0;1;
B20;10000;0.0;1;
B12;91.97;0.0;1;
