Subject ID,Group,Day,Start time,End time,Capacity,Teaching facility
ME0216,2,4,18,21,35,B33
ME0145,5,3,15,18,35,B33
NI0247,23,1,12,15,35,B33
OG0591,37,2,15,18,35,B33
PS0343,1,1,15,18,30,B33
CM0244,4,4,15,18,34,B33
CO0127,41,1,9,12,35,B33
CO0217,53,1,18,21,24,B33
CS0094,3,3,18,20,21,B33
DE0084,20,2,12,15,34,B33
DE0013,200,1,15,18,27,B33
DE0125,201,5,9,12,22,B33
DE0148,202,2,18,19.5,30,B33
DE0136,202,1,6,8,33,B33
DE0131,203,1,12,14,36,B33
DE0139,208,3,12,13.5,35,B33
DE0123,209,4,18,19.5,35,B33
DE0139,209,3,13.5,15,36,B33
EC0159,1,2,16,18,35,B33
EC0215,22,3,9,12,35,B33
FI0116,39,4,9,12,28,B33
GP0038,2,5,6,9,29,B33
GP0030,2,4,19.5,21,35,B33
GP0030,2,2,19.5,21,35,B33
IC0267,64,4,6,9,25,B33
IC0267,66,2,6,9,26,B33
IP0250,53,3,6,9,12,B33
IP0250,54,3,6,9,12,B33
ME0233,3,2,9,12,35,B33
ME0070,7,3,15,18,35,B33
OG0134,13,4,12,15,31,B33
BI0474,102,3,10.5,12,20,B33
CM0109,1,5,12,15,37,B33
CM0232,2,4,15,18,34,B33
CM0218,3,2,15,18,33,B33
CM0234,6,4,12,15,33,B33
CO0135,32,3,18,21,31,B33
CO0144,41,1,15,18,35,B33
CS0095,3,2,12,15,26,B33
DE0142,202,4,6,7.5,26,B33
DE0145,203,4,7.5,9,27,B33
DF0236,17,5,9,12,15,B33
DF0236,18,5,9,12,14,B33
EC0159,3,3,16,18,35,B33
EC0101,4,5,6,9,33,B33
EC0235,8,1,12,15,33,B33
GP0038,1,2,18,21,29,B33
HL0355,5,1,9,12,30,B33
IM0234,77,1,18,21,27,B33
ME0106,6,3,6,9,35,B33
OG0123,8,3,12,15,36,B33
OG0128,8,4,18,21,35,B33
OG0122,11,1,6,9,35,B33
PR0251,151,2,7,9,8,B33
PR0251,152,2,7,9,9,B33
PR0251,153,2,7,9,8,B33
PS0315,2,4,9,12,24,B33
BI0466,153,3,7.5,9,11,B33
BI0466,153,5,7.5,9,11,B33
BI0466,154,3,7.5,9,10,B33
BI0466,154,5,7.5,9,10,B33
BU0220,22,1,6,7.5,32,B33
BU0220,22,3,6,7.5,32,B33
CM0251,1,4,12,15,35,B33
CM0235,8,1,15,18,36,B33
CM0235,9,2,15,18,36,B33
CM0211,13,2,9,12,36,B33
CM0211,14,5,9,12,36,B33
CM0211,15,2,12,15,36,B33
DE0120,1,4,9,12,33,B33
DE0121,202,3,18,21,35,B33
DE0128,206,2,7.5,9,30,B33
DE0128,208,2,6,7.5,31,B33
GP0031,1,3,15,18,28,B33
HL0555,6,3,12,15,35,B33
IC0267,67,4,6,9,25,B33
IM0245,71,2,18,21,7,B33
IM0245,72,2,18,21,8,B33
IM0245,73,2,18,21,8,B33
NI0104,8,1,9,12,36,B33
NI0275,20,4,18,21,31,B33
OG0205,1,1,18,21,35,B33
PS0311,2,1,12,15,22,B33
PS0314,2,4,15,18,22,B33
ST0250,31,3,10,12,33,B33
OG0918,39,5,18,22,30,B33
OG0918,39,6,8,12,30,B33
CM0105,2,2,7.5,9,34,B33
CM0231,3,3,6,9,36,B33
CM0212,8,4,15,18,37,B33
CM0234,8,5,12,15,33,B33
CM0218,11,1,18,21,30,B33
CT0272,81,2,15,18,33,B33
DE0132,203,3,9,12,35,B33
DE0123,208,2,12,15,35,B33
EC0243,8,2,9,12,34,B33
GP0038,7,1,9,12,29,B33
HL0593,3,5,6,9,34,B33
IC0275,62,4,6,9,36,B33
ME0215,3,2,18,21,35,B33
ME0230,3,5,9,12,35,B33
ME0212,4,1,15,18,35,B33
ME0157,5,4,18,21,35,B33
NI0191,22,1,12,15,35,B33
OG0125,6,3,18,21,35,B33
OG0260,6,3,12,15,32,B33
OG0123,10,3,15,18,35,B33
ST0252,33,4,9,12,20,B33
BU0220,24,3,7.5,9,32,B33
CM0246,2,4,18,21,31,B33
CM0244,5,3,18,21,33,B33
CM0218,7,3,15,18,33,B33
CO0135,54,1,9,12,32,B33
CS0091,2,1,15,18,31,B33
DE0120,6,4,15,18,33,B33
DE0084,22,1,12,15,34,B33
DE0141,202,4,12,15,37,B33
DE0149,205,1,18,20,25,B33
EC0235,2,3,9,12,31,B33
FI0131,21,3,6,7.5,34,B33
FI0131,21,1,6,7.5,34,B33
IC0267,65,2,6,9,24,B33
ME0241,1,2,18,21,35,B33
ME0104,3,4,9,12,35,B33
ME0233,4,2,12,15,35,B33
ME0245,22,3,12,15,35,B33
NI0296,1,2,15,18,35,B33
OG0131,6,2,9,12,30,B33
PS0316,1,4,6,9,23,B33
PS0314,1,5,9,12,22,B33
PS0324,2,5,6,9,22,B33
CM0245,1,4,9,12,29,B33
CM0235,6,3,9,12,28,B33
CM0232,7,1,9,12,34,B33
CO0133,12,4,6,9,31,B33
CS0229,1,2,6,8,31,B33
CS0094,1,4,16,18,22,B33
DE0086,201,2,9,12,37,B33
EC0102,4,3,6,9,32,B33
EC0102,7,3,15,18,32,B33
EC0101,12,2,15,18,33,B33
FI0131,20,1,12,15,34,B33
HL0591,19,2,12,15,36,B33
ME0253,1,1,6,9,35,B33
ME0212,1,3,12,15,35,B33
ME0235,3,5,9,12,26,B33
ME0231,5,4,12,15,35,B33
ME0106,7,2,18,21,35,B33
OG0267,1,3,18,21,30,B33
OG0124,3,5,12,15,36,B33
OG0134,16,5,6,9,35,B33
OG0135,25,4,18,21,35,B33
OG0276,58,1,18,21,35,B33
PR0312,160,1,15,18,25,B33
ME0737,21,5,18,22,30,B33
ME0737,21,6,8,12,30,B33
BU0220,29,4,12,13.5,31,B33
CM0211,1,2,15,18,37,B33
CM0235,2,5,9,12,35,B33
CM0244,10,2,12,15,33,B33
CM0211,12,3,15,18,36,B33
DE0132,200,3,10.5,12,35,B33
DE0128,206,2,18,19.5,30,B33
EC0112,2,3,9,10.5,38,B33
EC0103,9,5,12,15,35,B33
EC0243,12,3,18,21,34,B33
EC0243,13,1,15,18,34,B33
GP0037,3,1,18,21,25,B33
HL0591,2,1,9,12,37,B33
IC0264,61,2,9,12,19,B33
IC0264,62,2,9,12,19,B33
ME0240,2,3,6,9,36,B33
NI0285,13,4,9,12,35,B33
OG0351,1,3,12,13.5,35,B33
OG0351,1,1,12,13.5,35,B33
OG0126,1,4,18,21,31,B33
OG0355,1,2,6,9,30,B33
OG0276,57,4,6,9,35,B33
ST0258,32,4,13.5,15,20,B33
ST0258,32,4,15,16.5,20,B33
CM0231,8,1,15,18,35,B33
CO0333,30,4,15,18,35,B33
CS0240,1,3,6,9,30,B33
DE0084,9,4,18,21,34,B33
DE0148,203,2,6,7.5,28,B33
DE0128,208,4,6,7.5,31,B33
DF0239,7,5,7.5,9,13,B33
DF0236,244,2,9,12,15,B33
DF0236,245,2,9,12,15,B33
EC0103,3,2,12,15,35,B33
EC0101,8,3,18,21,33,B33
FI0116,25,4,12,15,27,B33
GP0056,1,3,15,18,30,B33
IC0276,60,1,9,12,23,B33
IM0237,71,4,7.5,9,35,B33
IM0237,71,2,7.5,9,35,B33
ME0233,1,3,9,12,35,B33
ME0216,1,2,18,21,36,B33
NI0286,1,5,12,15,33,B33
NI0252,2,4,9,12,27,B33
NI0247,12,1,18,21,35,B33
NI0191,21,2,15,18,35,B33
OG0591,67,1,12,15,35,B33
PS0302,3,1,6,9,21,B33
ST0257,32,5,10,12,37,B33
BU0220,23,2,7.5,9,32,B33
BU0220,26,1,6,7.5,33,B33
BU0220,26,3,6,7.5,33,B33
CM0245,2,3,15,18,29,B33
CM0218,8,4,15,18,33,B33
CS0229,3,4,7,9,32,B33
DE0078,1,1,7.5,9,30,B33
DE0078,1,3,7.5,9,30,B33
DE0123,2,3,9,12,35,B33
DE0152,200,5,6,9,24,B33
DE0135,201,2,12,15,36,B33
DE0126,201,4,12,15,35,B33
DE0136,203,2,15,17,34,B33
DE0152,203,1,18,21,24,B33
EC0101,3,1,9,12,33,B33
FI0131,23,2,6,7.5,34,B33
GP0037,2,5,9,12,25,B33
HL0356,1,2,9,12,37,B33
IC0266,61,5,12,15,9,B33
IC0266,62,5,12,15,9,B33
IC0266,72,5,12,15,9,B33
IP0248,51,1,15,18,6,B33
IP0248,52,1,15,18,6,B33
IP0248,53,1,15,18,6,B33
IP0248,55,1,15,18,6,B33
ME0159,2,3,12,15,35,B33
NI0269,1,3,18,21,36,B33
OG0279,6,2,18,21,30,B33
OG0279,13,4,9,12,31,B33
OG0591,26,1,12,15,35,B33
IC0661,21,6,8,11,30,B33
IC0659,21,6,11,14,30,B33
IC0622,21,5,18,21,30,B33
CM0232,1,1,15,18,34,B33
CM0260,1,4,15,18,35,B33
CM0212,4,3,12,15,36,B33
CM0244,6,3,15,18,33,B33
CM0244,8,2,6,7.5,33,B33
DE0084,11,3,18,21,34,B33
DE0137,200,2,9,12,35,B33
DE0215,200,1,12,15,35,B33
DE0014,207,2,7.5,9,30,B33
HL0555,9,5,6,9,35,B33
IC0279,60,4,6,9,12,B33
IC0279,61,4,6,9,12,B33
IC0272,63,2,18,21,16,B33
IC0272,64,2,18,21,16,B33
IM0233,72,4,9,12,25,B33
IM0234,72,4,12,15,27,B33
ME0215,1,4,18,21,35,B33
ME0238,1,5,9,12,35,B33
ME0172,2,1,18,21,35,B33
ME0104,5,3,9,12,35,B33
ME0171,14,5,12,15,36,B33
OG0260,3,1,9,12,32,B33
OG0123,11,2,15,18,36,B33
OG0591,25,2,12,15,35,B33
OG0591,52,3,6,9,35,B33
PS0307,1,1,6,9,25,B33
CM0218,1,4,15,18,33,B34
CM0234,1,3,9,12,33,B34
CM0212,13,5,12,15,36,B34
DE0069,1,4,6,8,30,B34
DE0084,3,4,18,21,34,B34
DE0120,4,2,18,21,33,B34
DE0084,5,3,15,18,34,B34
DE0119,11,5,6,9,36,B34
EC0200,1,2,15,18,30,B34
EC0102,10,3,7.5,9,32,B34
EC0215,21,1,9,12,35,B34
FI0116,33,1,12,15,28,B34
FI0116,36,1,15,18,28,B34
GP0066,1,4,9,12,35,B34
HL0593,4,3,12,15,34,B34
HL0555,11,1,6,9,35,B34
ME0247,1,1,18,21,35,B34
ME0232,1,4,12,15,35,B34
ME0159,4,3,18,21,35,B34
ME0212,5,2,6,9,35,B34
NI0253,1,2,9,12,27,B34
NI0104,9,5,9,12,35,B34
NI0276,15,2,12,15,30,B34
IC0620,21,6,11,14,30,B34
OG1114,9,6,7.5,10.5,16,B34
BU0220,28,3,10.5,12,31,B34
CM0211,3,5,12,15,36,B34
CO0135,16,4,9,12,31,B34
CO0135,55,1,12,15,32,B34
DE0084,10,2,18,21,34,B34
DE0133,201,4,6,7.5,30,B34
DE0147,208,3,6,8,30,B34
EC0102,6,4,7.5,9,32,B34
EC0102,9,3,15,18,32,B34
EC0221,21,3,9,10.5,36,B34
FI0116,23,4,12,13.5,28,B34
FI0116,23,2,12,13.5,28,B34
GP0009,2,2,9,12,30,B34
GP0039,15,5,9,12,35,B34
HL0591,12,3,12,15,36,B34
ID0280,162,4,13.5,15,26,B34
ID0280,162,2,13.5,15,26,B34
ME0241,2,1,18,21,35,B34
ME0231,2,4,15,18,35,B34
ME0106,5,1,15,18,35,B34
NI0286,4,1,9,12,33,B34
NI0247,21,3,18,21,35,B34
OG0131,3,2,6,9,25,B34
OG0128,5,5,6,9,35,B34
OG0111,14,4,18,21,30,B34
OG0134,15,1,6,9,35,B34
BI0230,153,1,9,12,23,B34
BI0230,154,1,9,12,25,B34
CM0211,16,4,12,15,30,B34
CO0333,2,3,6,9,35,B34
CO0217,51,4,18,21,22,B34
DE0119,12,4,15,18,37,B34
EC0258,22,3,9,12,24,B34
GP0039,4,2,15,18,35,B34
GP0039,6,1,12,15,35,B34
IC0271,67,5,9,12,10,B34
IC0271,68,5,9,12,10,B34
IC0271,69,5,9,12,10,B34
ME0246,1,1,18,21,35,B34
ME0242,1,2,9,12,35,B34
ME0106,3,4,6,9,35,B34
ME0157,4,2,6,9,35,B34
ME0159,6,2,18,21,35,B34
ME0104,8,2,12,15,35,B34
OG0112,2,1,15,18,32,B34
OG0264,5,4,9,12,32,B34
OG0591,45,3,18,21,35,B34
OG0591,61,3,15,18,30,B34
IC0682,142,5,15,18,50,B34
CM0422,1,1,7.5,9,30,B34
CM0212,10,5,6,9,36,B34
DE0130,200,2,15,18,29,B34
DE0130,202,1,15,18,28,B34
DE0125,202,5,9,12,22,B34
DE0127,204,4,9,12,27,B34
DE0128,207,3,6,9,30,B34
EC0113,1,1,13.5,15,35,B34
EC0113,1,3,13.5,15,35,B34
FI0116,21,2,13.5,15,29,B34
FI0116,21,4,13.5,15,29,B34
FI0116,26,4,6,7.5,25,B34
FI0116,26,2,6,7.5,25,B34
FI0116,27,1,12,13.5,28,B34
FI0116,27,3,12,13.5,28,B34
FI0131,31,4,7.5,9,34,B34
FI0131,31,2,7.5,9,34,B34
FI0116,32,4,12,13.5,28,B34
FI0116,32,2,12,13.5,28,B34
GP0069,1,4,16,18,35,B34
GP0023,1,1,9,12,22,B34
ID0231,163,4,18,21,25,B34
NI0278,11,3,18,21,35,B34
NI0039,11,1,18,21,25,B34
OG0126,4,2,18,21,31,B34
OG0133,83,3,9,12,30,B34
ST0251,32,3,16.5,18,22,B34
ST0252,34,2,9,12,20,B34
ST0765,32,5,17,21,30,B34
ST0765,32,6,8,12,30,B34
BU0220,23,4,7.5,9,32,B34
CM0323,1,5,9,11,35,B34
CM0109,2,3,15,18,36,B34
CM0232,11,4,6,7.5,34,B34
CM0232,11,2,6,7.5,34,B34
DE0120,3,3,18,21,33,B34
DE0144,201,4,10,12,35,B34
DF0291,1,2,15,18,30,B34
DF0239,9,5,6,9,14,B34
DF0239,10,5,6,9,14,B34
FI0140,9,1,6,9,25,B34
GP0009,4,1,15,18,30,B34
GP0039,8,3,12,15,35,B34
HL0354,2,4,12,15,37,B34
HL0555,7,1,12,15,35,B34
ME0058,1,3,9,12,35,B34
ME0242,7,4,18,21,35,B34
ME0070,8,2,12,15,35,B34
ME0212,9,5,12,15,35,B34
OG0137,2,1,18,21,32,B34
OG0122,2,1,9,12,35,B34
OG0128,4,2,18,21,35,B34
OG0591,44,4,15,18,35,B34
PS0326,1,2,9,12,35,B34
PS0333,1,3,6,9,35,B34
ST0246,31,2,7.5,9,20,B34
CO0135,29,1,18,21,31,B34
CT0310,83,4,15,18,31,B34
DE0226,2,4,18,21,35,B34
DE0215,201,2,18,21,35,B34
DE0137,201,2,12,15,35,B34
DE0012,201,5,9,12,37,B34
EC0260,2,4,9,12,40,B34
FI0162,1,1,9,12,30,B34
FI0224,21,2,9,12,20,B34
HL0593,6,3,15,18,34,B34
IC0260,61,1,6,8,32,B34
IP0250,55,4,6,9,12,B34
IP0250,56,4,6,9,12,B34
ME0248,1,2,6,9,35,B34
ME0242,2,3,18,21,35,B34
ME0215,2,2,15,18,35,B34
ME0104,2,4,12,15,35,B34
ME0171,4,1,15,18,36,B34
NI0051,10,3,6,9,35,B34
NI0238,11,3,9,12,30,B34
OG0591,38,5,6,9,35,B34
CM0212,2,4,9,12,36,B34
EC0243,1,4,15,18,34,B34
EC0103,2,2,18,21,35,B34
EC0235,6,2,9,12,33,B34
EC0101,6,3,9,12,33,B34
EC0102,10,1,7.5,9,32,B34
EC0101,11,5,12,15,33,B34
EC0262,21,2,15,18,29,B34
GP0067,1,3,7,9,36,B34
GP0039,21,3,15,18,35,B34
HL0593,5,4,12,15,35,B34
IC0273,61,3,18,21,32,B34
NI0299,2,3,12,15,35,B34
OG0128,1,1,15,18,35,B34
OG0131,2,4,6,9,30,B34
OG0264,3,1,12,15,32,B34
OG0278,5,2,6,9,36,B34
OG0123,5,4,18,21,36,B34
OG0137,30,2,12,15,32,B34
ST0291,2,1,9,12,35,B34
CM0212,6,2,15,18,36,B34
CT0648,81,3,18,20,35,B34
DE0120,2,2,6,9,33,B34
DE0084,4,4,18,21,34,B34
DE0138,200,1,9,12,28,B34
DE0131,204,3,9,11,35,B34
DE0085,209,3,12,15,32,B34
DF0239,23,4,15,18,13,B34
DF0239,24,4,15,18,13,B34
EC0244,1,2,9,12,31,B34
EC0159,2,2,18,20,35,B34
EC0243,14,1,18,21,34,B34
FI0139,6,3,6,7.5,30,B34
FI0139,6,1,6,7.5,30,B34
HL0358,3,4,9,12,35,B34
IC0290,64,2,12,14,16,B34
ME0237,2,1,12,15,35,B34
ME0104,4,4,6,9,32,B34
OG0281,1,1,15,18,30,B34
OG0122,1,1,7.5,9,35,B34
OG0122,1,3,7.5,9,35,B34
OG0205,2,4,12,15,35,B34
PR0312,159,5,9,12,24,B34
PS0315,1,3,15,18,24,B34
CM0028,1,5,12,15,33,B34
CM0233,2,1,7,9,25,B34
CM0105,3,3,12,15,34,B34
CO0333,34,3,9,12,35,B34
EC0102,2,5,6,9,32,B34
EC0240,4,4,9,10.5,35,B34
GP0031,2,1,9,12,28,B34
GP0039,19,4,18,21,36,B34
HL0591,1,3,15,18,35,B34
HL0555,3,4,15,18,35,B34
HL0550,5,4,12,15,28,B34
IC0274,60,2,9,12,11,B34
IC0274,61,2,9,12,11,B34
IC0272,61,2,18,21,16,B34
IC0272,62,2,18,21,16,B34
IC0274,62,2,9,12,11,B34
IC0274,63,2,9,12,11,B34
ME0104,6,1,12,15,35,B34
ME0212,6,1,18,21,35,B34
NI0286,5,2,12,15,33,B34
OG0134,2,2,6,9,35,B34
OG0128,3,4,6,9,35,B34
OG0279,3,5,9,12,31,B34
OG0591,23,3,18,21,35,B34
OG0591,31,1,15,18,35,B34
ST0251,31,2,16.5,18,22,B34
CM0235,1,2,9,12,36,B34
CM0244,7,3,9,12,33,B34
CM0231,11,3,15,18,35,B34
CO0135,13,1,15,18,31,B34
CO0135,33,4,9,12,32,B34
DE0084,15,3,12,15,34,B34
DE0133,201,2,6,7.5,30,B34
DE0087,202,1,12,15,30,B34
EC0102,6,2,7.5,9,32,B34
EC0243,7,1,9,12,34,B34
EC0101,9,2,12,15,33,B34
HL0591,21,2,15,18,35,B34
HL0591,27,4,12,15,36,B34
HL0591,28,4,15,18,36,B34
IC0281,63,4,18,21,27,B34
IM0237,72,5,7.5,9,35,B34
ME0106,2,2,18,21,35,B34
OG0131,4,3,18,21,30,B34
OG0260,4,1,6,9,32,B34
OG0131,7,1,18,21,30,B34
OG0123,9,4,6,9,35,B34
OG0591,59,5,9,12,35,B34
PS0325,1,3,6,9,20,B34
CM0329,1,1,12,15,25,B34
CM0260,2,2,15,18,35,B34
CM0232,6,5,12,15,34,B34
CM0232,8,3,15,18,35,B34
CO0133,2,3,6,9,32,B34
DE0014,207,4,7.5,9,30,B34
EC0101,2,3,9,12,33,B34
EC0103,7,5,6,9,35,B34
FI0131,23,4,6,7.5,34,B34
FI0224,25,1,15,18,20,B34
HL0555,2,2,12,15,35,B34
IC0268,62,1,6,9,27,B34
IC0267,63,4,15,18,24,B34
IC0280,64,1,9,12,8,B34
IC0280,65,1,9,12,7,B34
IC0280,67,1,9,12,8,B34
IM0234,74,1,18,21,27,B34
IM0232,79,2,9,12,29,B34
ME0171,13,3,12,15,36,B34
NI0191,28,3,18,21,35,B34
OG0128,7,4,18,21,35,B34
OG0122,7,2,18,21,35,B34
OG0591,48,4,12,15,35,B34
PS0334,1,4,9,12,35,B34
ST0277,31,2,6,9,22,B34
BI0474,102,1,10.5,12,20,B34
CM0036,3,1,6,9,35,B34
CM0232,5,3,9,12,34,B34
CO0135,31,2,15,18,31,B34
DE0119,3,4,6,9,36,B34
DE0119,5,2,6,9,36,B34
DE0084,16,4,12,15,34,B34
DE0025,212,4,9,12,31,B34
EC0112,2,1,9,10.5,38,B34
EC0101,10,3,6,9,33,B34
GP0039,3,1,15,18,35,B34
HL0591,3,5,9,12,36,B34
HL0555,13,3,15,18,36,B34
OG0264,1,2,9,12,33,B34
OG0281,2,1,12,15,30,B34
OG0126,2,1,18,21,31,B34
OG0137,3,3,18,21,31,B34
OG0591,24,3,12,15,35,B34
OG0591,33,4,15,18,35,B34
OG0591,51,2,18,21,35,B34
OG0591,56,4,18,21,35,B34
OG0591,64,2,12,15,35,B34
NI0653,1,5,18,21,30,B34
NI0653,1,6,7,12,30,B34
BI0472,102,5,6,9,30,B34
BI0467,153,4,18,19.5,8,B34
CM0230,10,5,13.5,15,21,B34
CM0230,11,5,15,16.5,21,B34
CS0092,1,4,12,15,23,B34
DF0018,1,3,9,10.5,24,B34
DF0018,1,3,10.5,12,24,B34
EC0301,11,4,6,7.5,30,B34
EC0301,11,4,7.5,9,30,B34
FI0140,11,2,15,18,25,B34
GP0051,1,4,15,18,30,B34
GP0052,1,3,16.5,18,30,B34
GP0052,1,3,15,16.5,30,B34
IC0283,65,2,18,21,21,B34
IP0245,52,1,9,12,30,B34
OG0064,21,3,18,21,35,B34
PR0312,167,4,9,12,25,B34
PR0312,168,2,9,12,24,B34
PR0312,176,2,12,15,24,B34
PS0308,1,3,12,15,21,B34
PS0320,2,2,6,9,30,B34
CM0050,1,2,7.5,9,30,B34
CO0134,41,1,18,21,30,B34
CO0132,41,2,18,21,35,B34
CS0234,1,5,12,15,14,B34
CS0092,2,2,12,15,23,B34
EC0306,1,3,18,19.5,30,B34
GP0063,1,4,9,12,35,B34
GP0064,1,5,9,12,30,B34
IC0290,67,1,14,16,16,B34
ID0251,52,4,16.5,18,20,B34
ID0230,171,4,18,20,25,B34
ID0258,177,3,9,11,7,B34
ID0258,178,3,9,11,7,B34
ID0258,179,3,9,11,7,B34
IP0283,1,2,9,12,20,B34
ME0217,2,3,12,15,25,B34
OG0135,27,5,6,9,35,B34
PR0312,170,2,15,18,20,B34
PS0327,1,4,6,9,21,B34
ST0258,31,4,15,16.5,20,B34
ST0258,31,4,13.5,15,20,B34
ST0262,31,1,9,12,25,B34
BU0220,29,2,12,13.5,31,B35
CM0235,4,2,6,9,35,B35
CM0234,5,3,6,9,33,B35
CM0218,12,4,15,18,30,B35
CS0058,1,4,10,12,25,B35
CS0058,1,2,10,12,25,B35
DE0119,6,4,6,9,36,B35
DE0143,201,3,15,18,35,B35
DF0236,240,5,12,15,16,B35
DF0236,241,5,12,15,16,B35
FI0131,27,1,9,12,35,B35
IP0250,51,2,15,18,12,B35
IP0250,52,2,15,18,12,B35
IP0240,70,4,12,15,6,B35
IP0240,71,4,12,15,6,B35
IP0240,72,4,12,15,6,B35
IP0240,73,4,12,15,6,B35
IP0240,76,4,12,15,6,B35
ME0070,6,1,15,18,35,B35
ME0171,15,1,6,9,36,B35
NI0276,17,3,12,15,30,B35
OG0133,86,3,9,12,28,B35
ST0261,31,5,6,9,25,B35
ME0732,26,5,18,21,30,B35
ME0732,26,6,7,12,30,B35
CO0135,18,2,9,12,31,B35
CS0227,1,2,12,15,30,B35
DE0149,201,5,6,8,25,B35
DE0139,210,5,12,15,36,B35
DF0239,15,3,9,12,13,B35
DF0239,16,3,9,12,14,B35
EC0101,1,4,12,15,33,B35
EC0251,4,3,15,16.5,20,B35
ID0246,162,1,13,15,22,B35
NI0281,2,3,6,9,20,B35
OG0134,1,1,9,12,32,B35
OG0128,2,3,12,15,35,B35
OG0591,58,2,6,9,35,B35
OG0133,87,1,6,9,28,B35
OG0133,88,4,9,12,28,B35
PS0323,1,5,9,12,35,B35
CM0231,9,1,6,9,36,B35
CO0133,13,1,15,18,33,B35
CO0133,14,2,6,9,32,B35
DE0084,2,5,6,9,34,B35
DE0136,202,3,6,8,33,B35
EC0112,1,4,13.5,15,39,B35
EC0112,1,2,13.5,15,39,B35
EC0250,22,2,15,16.5,20,B35
EC0250,25,2,15,16.5,20,B35
EC0250,26,2,15,16.5,20,B35
GP0019,2,2,12,13.5,36,B35
GP0019,2,4,12,13.5,36,B35
HL0550,6,4,15,18,28,B35
HL0555,8,1,9,12,35,B35
IC0282,62,4,9,12,30,B35
IP0241,1,3,9,12,11,B35
IP0241,2,3,9,12,11,B35
IP0241,3,3,9,12,11,B35
ME0156,2,4,6,9,35,B35
ME0232,3,3,15,18,35,B35
OG0260,2,2,9,12,32,B35
OG0126,8,1,12,15,31,B35
BU0220,24,1,7.5,9,32,B35
CM0110,1,3,9,12,35,B35
CM0105,2,4,7.5,9,34,B35
CM0235,5,4,9,12,36,B35
CM0230,23,3,15,16.5,22,B35
DE0084,6,2,9,12,35,B35
DE0084,18,1,9,12,35,B35
DE0084,23,5,12,15,35,B35
DE0148,203,4,6,7.5,28,B35
DF0236,238,2,13.5,15,16,B35
DF0236,239,2,13.5,15,16,B35
EC0009,2,4,12,15,35,B35
EC0113,3,2,6,9,38,B35
EC0102,5,1,15,18,32,B35
FI0131,26,1,6,7.5,34,B35
FI0131,26,3,6,7.5,34,B35
IP0257,161,3,12,14,18,B35
OG0137,1,5,6,9,31,B35
BU0227,2,4,12,13.5,39,B35
BU0220,25,5,12,13.5,31,B35
CM0422,1,3,7.5,9,30,B35
CM0218,4,3,9,12,34,B35
CS0056,2,3,15,17,20,B35
DE0084,12,1,6,9,34,B35
DE0133,200,2,6,7.5,30,B35
DE0133,200,4,6,7.5,30,B35
DE0127,201,4,15,18,27,B35
DF0236,238,4,13.5,15,16,B35
DF0236,239,4,13.5,15,16,B35
HL0357,2,3,12,15,26,B35
HL0354,5,2,15,18,36,B35
IC0280,60,1,15,18,5,B35
IC0280,61,1,15,18,8,B35
IC0280,62,1,15,18,8,B35
IC0280,63,1,15,18,8,B35
IC0292,66,1,9,12,24,B35
ME0070,3,4,9,12,35,B35
NI0223,18,5,9,12,30,B35
OG0279,4,2,12,15,30,B35
OG0262,4,1,12,15,30,B35
PS0304,2,2,9,12,25,B35
ME0731,23,6,8,12,30,B35
ME0731,23,5,18,22,30,B35
CM0223,1,4,9,12,33,B35
CM0246,3,4,15,18,31,B35
DE0221,4,2,6,9,30,B35
DE0084,14,5,6,9,35,B35
HL0555,4,4,12,15,35,B35
HL0591,5,1,6,9,36,B35
IC0275,61,2,9,12,35,B35
IC0270,61,3,9,12,9,B35
IC0270,62,3,9,12,9,B35
IC0270,63,3,9,12,9,B35
IC0270,72,3,9,12,9,B35
IM0240,72,1,15,18,32,B35
IM0232,73,3,15,18,30,B35
ME0240,1,4,6,9,37,B35
ME0145,4,1,12,13.5,35,B35
ME0145,4,3,12,13.5,35,B35
NI0257,1,2,12,15,21,B35
OG0278,2,5,9,12,37,B35
OG0591,43,1,9,12,35,B35
PS0330,2,2,15,18,30,B35
PR0631,190,6,8,12,30,B35
CS0229,1,4,6,8,31,B35
CS0251,2,4,15,18,26,B35
CS0046,3,5,12,15,33,B35
CT0240,81,1,15,17,12,B35
CT0240,82,1,15,17,13,B35
CT0240,83,1,15,17,13,B35
DE0119,4,2,6,9,35,B35
DE0084,8,4,12,15,34,B35
DE0132,200,5,10.5,12,35,B35
DE0124,204,3,13.5,15,28,B35
DE0124,204,1,13.5,15,28,B35
DE0127,205,1,6,9,27,B35
DF0239,7,3,7.5,9,13,B35
DF0239,8,5,7.5,9,15,B35
DF0239,8,3,7.5,9,15,B35
EC0235,5,4,9,12,33,B35
EC0102,13,2,9,12,32,B35
IM0232,80,1,9,12,32,B35
ME0235,1,2,15,18,26,B35
OG0279,2,3,9,12,30,B35
PR0240,151,3,12,13.5,10,B35
PR0240,151,1,12,13.5,10,B35
ST0270,31,2,13,15,22,B35
CM0106,1,2,7.5,9,30,B35
CM0234,4,1,9,12,34,B35
CM0211,6,5,9,12,36,B35
CM0232,10,3,6,9,35,B35
CO0135,26,3,9,12,31,B35
CO0135,50,4,12,15,32,B35
DE0084,7,2,12,15,34,B35
DE0125,203,3,12,13.5,22,B35
DE0125,203,1,12,13.5,22,B35
DE0134,206,1,15,18,33,B35
