Student ID,Subject ID,Group ID
378,EC0009,1
378,ID0256,3
378,HL0358,3
379,PR0247,1
379,PR0244,2
379,PR0246,1
379,PR0244,2
379,PR0266,1
380,IP0284,4
380,IM0233,1
380,IP0244,3
380,IP0244,3
380,IP0284,4
381,CS0235,1
381,CS0234,2
382,PR0240,1
382,PR0248,1
382,IP0234,1
382,IP0231,4
382,PR0250,1
382,PR0240,1
383,PT0020,1
383,OG0283,3
383,FI0140,8
383,CT0310,3
384,DE0226,1
384,ME0234,1
384,ME0237,2
384,ME0235,3
384,ME0236,1
385,IC0265,5
385,DF0239,3
385,IC0266,4
385,IC0269,2
386,IM0230,4
386,ID0230,4
386,BU0008,3
386,IP0231,5
387,PT0300,1
387,MU0401,11
387,DE0148,1
387,DE0042,1
387,DE0680,1
388,OG0124,1
388,FI0157,2
388,OG0137,7
389,EC0314,1
389,EC0272,1
390,OG0260,5
390,IM0601,71
391,CS0092,2
391,CS0236,2
391,OG0591,26
391,CS0234,1
392,ID0230,3
392,ID0244,1
393,HL0555,8
393,EC0243,4
393,ME0171,4
393,OG0128,1
394,CO0220,1
394,OG0127,5
394,CO0183,1
394,CO0143,1
395,NI0288,1
395,NI0251,1
395,FI0035,2
395,NI0191,2
396,HL0550,1
396,HL0358,1
396,CS0240,2
396,DE0162,1
397,CT0257,2
397,CT0647,81
397,CT0256,1
397,CT0650,81
397,CT0258,2
398,IP0231,6
398,IC0264,3
398,IC0266,3
398,IC0286,1
398,IC0262,1
399,CM0235,5
399,ID0280,3
399,ID0250,61
399,ID0256,2
400,IP0211,1
400,ME0217,2
400,ID0262,2
400,IP0283,3
400,HL0552,2
401,PT0131,1
401,ST0217,1
402,DF0236,3
402,ST0243,1
402,ST0244,5
402,OG0591,15
402,DF0236,3
402,ST0260,2
403,MU0663,187
403,MU0435,183
403,MU0644,185
403,MU0754,183
404,CS0219,1
404,CS0241,3
404,CS0253,1
405,CO0231,1
405,CO0224,1
405,NI0281,1
405,CO0183,1
405,CO0143,1
406,ME0212,4
406,OG0347,21
406,ME0106,8
406,OG0122,7
406,OG0126,5
407,CM0230,3
407,ID0243,49
407,ID0249,1
408,IC0282,3
408,IC0272,3
408,IC0276,1
408,IC0281,5
409,BI0485,2
409,BI0485,2
409,PR0251,2
409,PR0611,4
409,IP0234,1
409,PR0251,2
409,PR0253,1
409,PR0604,145
410,ID0250,1
410,ME0216,1
410,ID0255,3
410,OG0276,3
410,ID0261,3
410,ID0254,2
411,NI0288,2
411,FI0159,1
411,NI0039,2
411,NI0283,1
412,PS0346,1
412,PS0333,1
412,PS0339,1
413,EC0235,4
413,OG0127,1
413,PT1002,1
414,PS0317,1
414,PS0311,1
414,HL0551,2
414,PS0316,2
414,PS0315,1
414,PS0304,1
415,IM0245,1
415,IM0245,1
415,IM0122,1
416,IM0245,6
416,IM0245,6
416,PT0171,1
417,PT0191,1
417,NI0281,2
417,ME0156,2
417,ME0070,2
418,HL0313,1
418,CS0217,2
418,CS0220,3
419,CM0212,11
419,ME0106,6
419,OG0124,2
419,FI0116,10
419,CM0218,7
420,FI0162,1
420,FI0035,2
421,ID0615,202
421,IM0242,1
421,PT0171,1
421,IM0144,1
422,DE0151,1
422,DE0078,1
423,PT0191,1
423,FI0224,1
424,CS0216,1
424,CS0225,1
424,CS0220,3
425,IP0252,2
425,IP0248,6
425,IP0250,2
425,IP0248,6
425,HL0593,1
426,OG0279,1
426,ME0241,2
426,OG0591,27
426,DE0120,5
427,BU0227,2
427,ST0256,2
427,ID0615,202
428,PS0305,1
428,PS0327,1
428,PS0321,1
429,OG0276,5
429,IP0682,51
429,OG0262,3
429,IP0682,51
429,IM0611,106
430,ME0238,1
430,ME0241,1
430,ME0239,3
430,ME0242,2
431,CM0232,3
431,ST0248,1
431,ST0244,4
431,ST0246,2
431,ST0248,1
431,ST0247,1
432,IP0664,2
432,ID0266,1
432,ID0603,720
432,ME0159,3
433,ST0242,1
433,ST0243,1
433,CM0230,9
433,ST0244,2
433,CM0088,1
433,ST0260,2
433,ST0242,1
434,PT0305,1
434,CS0214,1
434,HL0320,1
435,DE0221,1
435,CO0333,1
435,NI0259,2
435,NI0100,1
435,DE0215,1
435,NI0286,1
436,BU0220,21
436,FI0116,12
436,BU0220,21
437,ME0247,2
437,ME0171,2
437,ME0158,2
438,OG0262,2
438,CT0258,1
439,IM0240,1
439,IP0281,1
439,PT0171,1
440,FI0158,2
440,OG0126,8
440,FI0131,5
441,IC0276,2
441,IC0285,2
441,IC0267,1
441,IC0272,1
441,IC0268,2
441,IC0288,1
442,NI0285,2
442,EC0102,1
443,ID0254,1
443,ID0249,1
443,ID0248,57
443,ID0253,7
443,ID0253,7
444,EC0235,5
444,OG0127,4
444,OG0133,5
444,FI0139,1
444,PT1000,1
445,OG0279,1
445,EC0101,8
445,BU0600,19
445,ME0245,1
445,CO0133,10
446,IP0240,3
446,CM0244,4
446,IP0240,3
447,CS0232,1
447,HL0355,1
447,CS0229,1
447,EC0159,2
448,IC0265,1
448,IC0276,2
448,IC0282,1
448,IC0274,6
448,IC0292,3
448,IC0290,4
448,IC0277,2
449,FI0140,5
449,ME0247,1
449,ME0242,1
450,EC0275,1
450,EC0246,2
450,EC0276,1
450,EC0262,1
451,DE0069,1
451,DE0055,1
452,ID0617,202
452,IC0692,142
452,OG0276,6
452,IM0614,106
453,CO0132,1
453,CO0149,1
453,CO0125,1
453,FI0116,13
454,PT0300,1
454,DE0150,1
454,DE0147,3
455,IM0245,5
455,ID0231,1
455,IM0245,5
456,DF0460,1
456,BI0468,1
456,CM0465,1
456,BI0464,1
456,BI0461,1
456,MU0400,27
456,DF0460,1
457,CS0237,2
457,CS0224,1
458,FI0157,2
458,NI0256,1
458,ME0233,2
458,NI0278,2
458,NI0276,2
459,ME0158,2
459,OG0266,1
459,MU0401,18
459,CO0233,1
459,OG0135,4
460,DE0215,2
460,NI0221,3
460,CM0218,10
460,HL0551,1
461,EC0102,5
461,DE0084,19
461,OG0128,6
462,DE0084,14
462,EC0103,7
462,ME0171,2
462,OG0122,3
462,OG0128,3
464,FI0231,1
464,FI0170,2
464,CM0109,1
464,CM0223,1
465,FI0242,1
465,EC0246,2
465,EC0272,1
465,PT0111,1
466,PS0324,2
466,PS0332,1
466,PS0326,1
466,PS0325,2
466,PS0323,2
467,PS0341,1
467,ME0239,1
467,CO0231,1
467,HL0591,16
468,HL0555,13
468,OG0280,1
468,ME0245,2
469,DE0124,2
469,DE0123,1
469,DE0127,3
470,BU0469,2
470,ME0230,4
470,BU0469,2
470,OG0352,1
471,FI0035,1
471,OG0137,7
471,OG0281,2
471,OG0284,1
472,BU0600,3
472,EC0243,7
472,ME0215,3
472,NI0104,1
472,CO0333,3
473,IC0607,4
473,IC0695,142
473,IC0606,3
474,NI0221,2
474,CM0218,3
474,MU0401,18
474,NI0275,2
475,DE0142,2
475,DE0132,2
475,DE0133,1
475,DE0138,3
475,DE0152,2
475,HL0552,2
476,CM0212,7
476,CO0333,1
476,NI0100,1
476,MU0401,17
476,NI0286,2
477,IC0286,1
477,IC0262,1
478,ID0254,1
478,ID0258,78
478,CM0235,6
479,DE0156,1
479,DE0055,1
479,DE0145,3
479,PR0311,1
480,NI0285,1
480,DE0221,1
480,NI0259,1
480,DE0084,21
480,ME0215,2
480,DE0215,1
481,OG0064,1
481,IC0271,1
481,IC0271,1
481,IC0631,17
481,IC0659,21
482,CS0234,2
482,DE0162,1
482,HL0355,2
483,ME0242,3
483,OG0137,1
483,OG0283,2
483,ME0247,1
483,OG0273,1
484,CM0212,11
484,ME0239,1
484,EC0103,8
484,MU0400,26
484,ME0241,3
484,ME0240,2
485,OG0127,5
485,EC0243,11
485,EC0235,6
485,ME0248,2
485,OG0137,3
486,ST0272,2
486,CM0235,3
486,ID0280,3
486,ID0256,3
486,ID0255,1
486,ST0272,2
487,IP0231,8
487,CM0233,1
487,ID0240,49
487,ID0242,1
487,IP0281,2
488,EC0245,1
488,BU0227,3
488,FI0116,14
488,FI0131,5
488,EC0306,1
488,EC0222,1
489,PT0310,1
489,FI0167,1
489,FI0165,1
489,FI0166,1
490,OG0261,8
490,EC0260,1
490,EC0216,2
490,EC0260,1
490,EC0216,2
490,EC0263,2
490,BU0009,30
491,PT0113,11
491,CT0257,1
491,CT0246,1
492,OG0134,3
492,FI0131,2
492,ME0171,6
492,OG0347,22
492,ME0243,2
492,ME0242,1
493,ME0242,5
493,ME0239,1
493,ME0253,4
493,ME0247,1
494,DE0215,2
494,CO0135,14
495,CS0232,2
495,ME0231,3
495,CS0061,2
495,CS0046,1
496,IP0254,4
496,IP0250,2
496,IP0254,4
497,ME0159,2
497,PT0999,1
497,ID0283,1
498,EC0102,4
498,DE0119,4
498,OG0122,4
498,CO0135,12
499,PT0020,1
499,OG0125,6
499,OG0283,2
499,OG0135,3
500,OG0261,1
500,OG0137,1
500,NI0269,1
501,OG0064,1
501,NI0281,2
501,NI0260,1
501,PT0999,1
502,IC0276,2
502,IC0275,1
502,IC0277,2
503,NI0259,2
503,EC0102,2
503,NI0286,2
503,CO0133,10
504,ME0239,1
504,NI0224,1
504,ME0104,3
504,CO0333,3
504,ME0104,3
505,IC0290,1
505,IC0606,3
505,PT0161,1
506,ID0256,3
506,ID0248,57
506,ID0245,1
507,IC0288,2
507,IC0276,1
507,IC0275,2
507,IC0281,5
508,PT0002,1
508,OG0268,1
508,PR0311,2
508,CO0228,1
508,OG0349,1
509,OG0123,9
509,CO0133,3
509,OG0260,6
509,BU0165,1
509,EC0101,13
510,ST0241,1
510,IP0244,3
510,IP0244,3
511,CS0240,1
511,CS0238,1
511,CS0061,2
512,CT0240,1
512,CT0232,1
512,CT0240,1
512,CT0233,2
512,CT0233,2
512,CT0232,1
513,CM0105,2
513,EC0250,1
513,EC0216,1
513,EC0216,1
513,EC0263,1
514,BU0009,11
514,CM0211,8
514,CO0133,10
515,BU0227,2
515,ME0171,1
515,OG0122,4
516,DE0129,1
516,DE0125,1
516,DE0087,3
516,DE0122,2
516,DE0025,1
517,DE0142,2
517,DE0136,3
517,DE0087,2
517,DE0144,1
517,DE0152,2
518,OG0279,1
518,NI0221,3
518,DE0119,9
518,CO0135,5
518,ME0104,3
518,CO0133,8
518,ME0104,3
519,ME0244,2
519,ME0246,2
519,ME0243,3
520,DF0125,1
520,DF0281,1
520,DF0291,1
520,DF0280,1
521,PT0113,19
521,PR0611,4
521,PR0248,3
521,PR0604,145
522,ME0234,1
522,ME0233,1
522,ME0232,1
523,CS0219,1
523,HL0320,1
524,BI0499,1
524,BI0497,1
524,BI0493,1
524,BI0483,1
524,BI0496,1
525,IC0702,28
525,IC0695,142
525,IC0702,28
525,IC0622,21
526,HL0097,1
526,BI0230,2
526,CM0002,1
526,BI0230,2
527,IC0265,1
527,DF0239,14
527,DF0239,14
527,IC0288,3
527,IC0269,2
528,IP0250,2
528,OG0276,8
528,IM0187,1
528,PT0171,1
529,PT0113,6
529,ME0159,1
529,NI0039,1
529,OG0280,2
529,OG0267,1
530,IC0274,6
530,IC0293,1
530,IC0290,4
530,IC0275,1
531,IP0663,2
531,ME0217,1
531,CS0045,1
531,PT0302,1
532,DE0151,1
532,DE0145,3
532,DE0148,2
532,DE0078,1
532,PR0311,1
533,OG0260,2
533,OG0122,5
533,FI0116,12
533,PS0303,1
534,DF0236,7
534,CT0241,2
534,CT0232,2
534,CT0232,2
534,CT0310,3
534,DF0236,7
535,OG0137,7
535,OG0127,8
535,OG0280,2
535,ME0172,1
535,ME0156,2
536,EC0221,2
536,EC0245,1
536,EC0250,1
536,EC0311,1
536,EC0244,1
537,ME0230,4
538,IC0290,3
538,IC0273,3
538,IC0275,2
538,IC0292,2
538,PT0161,1
539,OG0137,7
539,OG0127,2
539,EC0235,2
539,OG0133,1
540,OG0279,1
540,ME0245,1
540,HL0591,12
540,ME0104,3
540,CO0135,9
540,ME0104,3
541,PS0306,1
541,CT0310,4
541,PS0312,1
541,PS0308,1
541,PS0316,1
541,PS0314,1
542,ST0277,1
542,DE0084,16
543,OG0281,2
543,FI0139,1
543,ME0106,1
544,BU0464,1
544,BU0009,8
544,BU0464,1
544,ME0245,1
544,ME0104,2
545,EC0266,1
545,DE0086,5
546,NI0221,2
546,EC0103,5
546,NI0051,1
546,NI0276,2
546,MU0401,19
547,PS0306,1
547,PS0302,1
547,BU0600,23
547,PS0308,2
547,BU0008,30
548,FI0165,1
548,FI0163,1
548,FI0169,1
548,OG0284,2
549,OG0283,3
549,ME0157,2
549,OG0127,2
549,EC0235,8
549,OG0284,3
549,NI0257,2
550,HL0317,1
550,HL0312,1
550,HL0319,1
551,CO0149,1
551,CO0134,1
551,CO0125,1
552,ME0145,1
552,NI0247,1
552,OG0126,2
552,ME0172,1
552,FI0116,15
553,IC0653,28
553,IC0653,28
553,IC0630,17
554,EC0314,1
554,EC0276,1
554,EC0258,2
555,DE0215,2
555,DE0084,6
555,NI0286,2
556,ME0244,2
556,ME0243,3
557,ID0262,88
557,IP0663,2
557,ID0283,1
558,BI0265,3
558,IM0250,1
558,CM0244,9
558,BI0265,3
558,ST0241,2
559,CM0212,11
559,EC0102,10
559,CO0333,1
559,NI0259,3
559,BU0600,9
559,DE0078,1
560,NI0104,5
560,CO0231,1
560,CO0135,6
560,ME0104,3
560,ME0104,3
561,CO0132,1
561,BU0009,30
562,OG0137,8
562,OG0284,2
563,CT0232,3
563,CT0233,1
563,CT0233,1
563,CT0232,3
564,CT0240,4
564,CT0240,4
564,CT0248,1
565,PT0113,34
565,ME0157,1
565,OG0131,6
565,OG0124,3
565,ME0248,2
565,OG0260,10
566,PR0252,1
566,PR0244,1
566,PR0243,1
566,PR0248,3
566,PR0244,1
567,CM0244,6
567,IM0235,5
567,BI0265,4
567,IM0235,5
567,BI0265,4
568,CS0238,2
568,HL0354,1
568,CS0067,4
568,CS0236,1
569,EC0275,1
569,CO0133,6
569,FI0159,1
569,BU0600,18
569,NI0269,1
570,IC0265,1
570,IC0291,4
570,IC0267,3
570,IC0266,5
570,IC0288,1
570,IC0269,1
571,IP0287,2
571,IP0670,51
571,ID0252,1
571,PT0302,1
571,PT1000,1
572,EC0235,4
572,OG0137,7
572,OG0352,1
573,DF0018,1
573,DF0019,1
574,OG0137,1
574,ME0159,3
574,OG0124,3
574,ME0848,150
574,CO0144,1
574,ME0848,150
575,HL0591,6
575,NI0269,1
576,PT0181,1
576,CT0647,81
576,CT0254,1
576,CT0310,2
576,CT0646,81
577,OG0123,9
577,ME0171,4
577,CO0125,1
577,HL0551,1
577,OG0591,30
578,CM0231,10
578,IM0232,3
578,IC0279,1
578,CT0272,1
579,OG0064,1
579,IC0263,2
579,IC0264,1
579,IC0270,3
580,OG0261,4
580,NI0288,2
580,NI0223,1
580,PT1002,1
581,ID0617,202
582,FI0116,1
582,CO0231,1
582,ME0171,4
582,OG0128,3
583,OG0124,1
583,OG0122,2
583,ME0171,4
583,DE0120,6
584,ME0145,2
584,FI0224,1
585,DE0226,3
585,ME0231,3
585,ME0106,3
585,ME0159,3
585,OG0123,3
586,BU0600,17
586,DE0221,1
586,BU0469,3
586,PR0311,2
586,DE0119,6
586,ME0215,2
586,BU0469,3
587,PT0113,2
587,PT0131,1
587,ST0273,1
588,IC0276,2
588,IC0293,2
588,MU0401,17
588,IC0266,4
588,IC0281,1
589,EC0101,25
589,BU0009,8
589,OG0122,6
589,ME0239,3
589,BU0165,2
590,OG0134,5
591,IP0257,1
591,IP0258,1
591,IP0251,1
592,DF0125,1
592,DF0281,1
592,DF0291,1
592,DF0280,1
593,CM0212,11
593,CO0231,1
593,FI0131,7
594,OG0347,13
594,OG0134,5
595,CO0132,1
595,EC0103,3
595,OG0128,2
595,DE0215,1
596,OG0260,1
596,CO0135,13
596,EC0243,11
596,ME0171,4
596,OG0124,4
597,PT0113,23
597,CS0219,1
597,CS0214,1
597,HL0320,1
598,PT0300,1
598,DE0140,1
598,DE0145,3
598,DE0147,3
598,DE0162,1
599,BU0220,24
599,CM0078,1
599,ST0245,1
599,BU0220,24
599,CM0079,1
599,ST0245,1
600,OG0127,5
600,OG0124,2
600,ME0156,2
600,NI0257,2
600,NI0283,1
601,PT0300,1
601,DE0151,1
601,DE0055,1
601,DE0147,1
601,DE0679,1
602,CT0241,2
602,CM0230,9
602,CT0232,3
602,CT0232,3
603,NI0288,1
603,NI0039,1
603,NI0256,1
603,NI0257,2
603,PT0999,1
604,DF0236,1
604,IC0261,1
604,IC0260,1
604,BI0496,1
604,DF0236,1
604,BU0180,3
605,PT0113,32
605,PT0191,1
605,OG0260,6
605,NI0247,4
605,ME0239,2
606,EC0216,2
606,OG0123,8
606,EC0216,2
606,DE0120,6
606,CO0135,9
607,CT0240,1
607,DE0084,16
607,CT0241,3
607,CT0240,1
607,CT0248,3
608,OG0347,17
608,FI0131,5
608,EC0103,5
608,DE0120,5
609,DE0014,1
609,DE0087,3
609,DE0013,1
609,CM0028,2
609,DE0011,1
610,NI0221,2
610,NI0276,3
610,EC0243,8
610,MU0400,24
611,CO0234,1
611,CO0148,1
611,PT0040,1
612,PT0305,1
612,DE0162,1
613,NI0266,1
614,EC0314,1
614,EC0276,1
614,EC0306,1
614,NI0278,2
615,CM0230,5
615,CS0067,2
615,BU0230,1
615,ID0246,1
615,ID0241,3
616,PT0310,1
616,FI0035,1
616,FI0160,1
617,IM0245,1
617,IM0245,1
617,IM0611,106
618,CM0232,4
618,CT0272,2
618,IC0279,1
619,DE0084,15
619,CS0240,1
619,EC0009,1
619,CS0253,1
619,ID0256,5
620,IC0606,3
620,PT0161,1
621,CS0045,4
621,PT0308,1
622,NI0221,3
622,NI0255,1
622,NI0259,2
622,NI0275,4
622,NI0223,3
623,ME0106,6
623,EC0103,5
623,OG0347,14
623,CO0125,1
623,OG0128,3
624,ID0603,620
624,ID0618,202
624,IP0674,51
625,MU0401,10
625,IC0285,1
625,IC0264,2
625,IC0279,1
626,DE0129,1
626,DE0130,1
626,DE0145,3
626,DE0121,1
626,DE0127,1
627,DE0119,9
628,FI0159,2
628,FI0158,2
628,BU0220,27
628,FI0168,1
628,BU0220,27
629,PS0310,2
629,PS0314,1
629,CT0310,3
630,PT0113,26
630,CO0220,1
630,FI0158,2
630,ME0106,5
630,OG0128,4
631,BU0009,12
631,BU0430,1
631,BU0180,1
632,CS0241,3
632,CS0923,1
632,EC0159,3
632,HL0354,1
633,EC0258,1
633,EC0246,2
633,CM0433,1
633,EC0215,2
633,EC0222,1
634,BI0497,1
634,BI0482,1
634,BI0481,1
634,BI0498,1
634,PT0309,1
635,PT0131,1
635,ST0273,1
636,BU0227,3
636,NI0286,3
637,BU0401,1
637,BU0469,2
637,NI0100,2
637,BU0469,2
637,ME0215,2
638,CT0240,2
638,CT0241,2
638,CT0240,2
639,DE0128,3
639,DE0146,2
639,DE0142,1
639,DE0141,3
639,DE0152,2
639,DE0135,1
640,DE0014,1
640,DE0661,255
640,BU0465,6
640,DE0013,1
640,CM0028,1
640,BU0465,6
640,DE0012,1
640,DE0661,255
641,CM0436,1
641,CM0422,1
641,CM0418,1
641,CM0050,1
641,CM0440,1
641,CM0085,1
642,NI0039,1
642,NI0288,2
642,NI0243,1
642,NI0257,2
643,ME0243,3
643,ME0244,1
644,CM0218,3
644,DE0215,1
644,CO0135,12
645,ID0616,202
645,IM0242,1
645,IM0601,71
646,DE0086,6
646,DE0122,2
646,DE0013,1
646,BU0157,2
646,BU0008,30
647,MU0401,10
647,OG0128,7
647,OG0122,1
647,ME0171,1
647,FI0140,1
648,CS0219,2
648,ME0216,1
648,CS0224,1
649,IM0230,2
649,IP0231,12
649,ID0230,1
650,OG0134,3
650,EC0103,7
650,CO0231,1
650,OG0133,5
650,OG0128,3
651,ME0237,1
651,ME0240,3
651,EC0103,1
651,ME0239,3
651,ME0236,1
652,ST0277,1
652,ST0256,1
653,DE0150,1
653,DE0679,1
654,OG0591,14
654,EC0103,9
654,ME0171,1
654,ME0106,2
654,OG0134,1
655,EC0101,6
655,BU0009,13
655,BU0469,3
655,BU0469,3
655,BU0180,4
656,IM0245,2
656,IP0664,2
656,IM0245,2
656,ID0231,2
656,IM0244,1
657,ST0254,1
657,EC0255,1
657,MU0401,13
657,ST0249,2
657,ST0249,2
658,FI0224,2
658,NI0191,1
658,ME0172,1
658,OG0352,1
658,NI0257,2
659,PS0337,1
659,PS0313,1
659,PS0329,1
659,PS0325,2
660,IC0602,142
660,IM0614,106
661,ME0145,1
661,OG0284,1
661,OG0134,1
661,OG0353,1
662,OG0261,4
662,OG0124,3
663,ST0242,3
663,CM0230,3
663,ST0244,5
663,ST0242,3
663,HL0591,13
664,BI0464,1
664,BI0461,1
664,BI0230,1
664,BI0455,1
664,BI0230,1
665,CT0272,3
665,IC0267,3
665,IC0266,2
665,IC0264,1
666,ME0247,2
666,ME0246,2
666,NI0269,1
666,NI0247,4
666,ME0242,7
667,DE0077,1
667,DE0055,1
667,DE0138,2
667,DE0147,2
668,ST0255,1
668,EC0255,1
668,ST0252,1
668,ST0256,1
668,OG0276,6
669,CM0212,12
669,BU0600,19
669,CO0135,5
669,ME0171,1
669,ME0104,3
669,ME0104,3
670,EC0235,5
670,OG0269,1
671,PT0191,1
671,FI0158,2
671,NI0051,1
672,CM0422,1
672,CM0423,1
672,CM0050,1
672,CM0426,1
672,BI0455,1
673,IP0662,2
673,IP0661,2
673,PT0302,1
674,BU0407,2
674,ME0231,3
674,ME0230,4
674,BU0407,2
674,BU0230,1
674,ME0232,1
674,CO0135,8
675,CM0105,1
675,EC0260,1
675,EC0260,1
675,EC0263,2
675,NI0286,1
676,IP0282,2
676,ID0262,2
676,ID0261,1
677,IP0253,2
677,IP0254,3
677,IP0683,52
677,IP0258,1
677,IP0683,52
677,IP0254,3
677,HL0593,4
678,ME0241,2
678,OG0123,3
679,CT0245,1
679,CT0247,1
679,CT0650,81
679,CT0246,1
680,CO0133,3
680,ME0239,3
681,CT0232,2
681,CT0233,2
681,CT0233,2
681,CT0232,2
682,BI0230,2
682,BI0232,1
682,BI0232,1
682,BI0230,2
682,HL0595,2
682,BI0455,1
683,PS0345,1
683,PS0336,1
683,PS0334,1
684,EC0243,5
684,OG0260,7
684,CM0110,1
684,FI0157,3
684,OG0126,7
685,DE0129,1
685,DE0124,2
685,DE0122,2
685,DE0085,2
685,DE0025,1
685,DE0121,1
686,FI0242,1
686,EC0246,2
686,PT0111,1
687,DE0137,3
687,DE0148,1
687,DE0146,2
687,DE0145,1
687,DE0144,1
687,DE0152,2
687,DE0162,1
688,DE0136,2
688,DE0137,1
688,DE0133,2
688,DE0132,1
688,DE0152,1
688,DE0147,3
689,DE0084,15
689,OG0591,3
689,IC0273,1
689,IC0283,2
689,IC0293,1
690,DF0460,1
690,BI0461,1
690,DF0460,1
691,DE0226,2
691,ME0237,1
691,EC0103,7
691,CM0218,7
692,CS0234,2
692,CS0045,1
693,EC0255,1
693,ST0248,1
693,ST0250,2
693,ST0253,1
693,ST0277,2
693,ST0248,1
693,OG0205,1
694,DE0084,16
694,CM0078,1
695,ME0238,1
695,ME0239,1
695,EC0103,1
695,ME0241,1
696,IC0291,1
696,IC0290,1
696,IC0281,5
696,IC0277,2
697,FI0240,1
697,CO0133,6
697,BU0009,12
697,CO0135,11
697,ME0247,1
698,IP0240,6
698,IP0231,14
698,IP0240,6
698,ST0241,2
699,DF0019,1
699,DF0025,1
700,DE0151,1
700,DE0055,1
700,MU0402,17
700,DE0679,1
700,DE0149,2
701,NI0221,3
701,EC0102,12
701,NI0276,1
701,ME0058,2
701,NI0275,1
702,IC0285,2
702,IC0293,2
702,IC0264,2
702,IC0266,2
703,FI0161,1
703,FI0168,1
703,DE0160,1
704,OG0122,2
704,OG0123,8
704,DE0119,4
704,OG0124,5
705,NI0256,1
705,OG0260,10
705,NI0276,2
706,IC0265,4
706,IC0273,2
706,IC0266,2
706,IC0292,1
706,IC0277,1
707,ME0244,2
707,ME0243,2
707,ME0246,2
708,OG0128,7
708,DE0120,1
708,CO0183,1
709,DE0071,1
709,DE0674,1
709,HL0552,2
710,PS0317,1
710,FI0224,1
710,ME0156,2
711,IP0283,3
711,PT0302,1
712,PT0113,30
712,PT0191,1
712,ME0145,1
712,FI0224,2
713,IC0655,28
713,IC0695,142
713,IC0655,28
713,HL0595,2
713,HL0552,2
713,IC0293,3
714,CM0212,8
714,DE0120,7
714,OG0123,5
714,CO0133,1
714,ME0171,1
715,EC0112,5
715,CO0231,1
715,EC0112,5
715,BU0600,7
715,HL0591,4
716,DE0221,1
716,BU0227,2
716,MU0400,26
717,ST0242,3
717,EC0101,25
717,BU0009,4
717,CO0133,2
717,ST0242,3
718,DE0055,1
718,DE0133,2
718,PR0312,2
718,DE0679,1
718,DE0078,1
719,IC0607,4
719,IC0292,1
719,PT0161,1
720,IP0253,2
720,IP0254,6
720,IP0256,1
720,IP0258,1
720,IP0254,6
721,PS0337,1
721,PS0319,1
721,PS0322,1
721,PS0342,1
722,OG0064,1
722,ST0263,1
722,CM0244,6
722,ST0257,2
722,MU0401,18
723,CM0075,1
723,CM0050,1
723,CM0079,1
724,CM0231,1
724,BI0233,1
724,PR0231,1
724,BI0233,1
724,PR0237,1
725,DF0236,17
725,CO0217,1
725,IP0256,3
725,DF0236,17
726,NI0285,1
726,CO0333,1
726,NI0100,1
726,DE0221,2
726,CM0211,7
727,IP0254,4
727,IM0245,4
727,DF0239,7
727,IM0243,1
727,OG0260,4
727,DF0239,7
727,IP0254,4
727,IM0245,4
727,IM0614,106
728,CO0230,1
728,EC0235,8
728,NI0257,2
729,DE0143,2
729,DE0133,1
729,DE0145,1
730,CS0219,1
730,CS0218,2
730,ME0172,1
731,ID0258,6
731,ID0261,83
732,IP0240,3
732,CM0232,7
732,IM0250,1
732,ID0230,1
732,BI0265,4
732,BI0265,4
732,IP0240,3
733,PT0113,34
733,PT0191,1
733,NI0247,5
734,MU0684,185
734,MU0445,185
734,MU0441,183
734,MU0482,183
734,MU0458,183
734,MU0655,183
735,PT0300,1
735,DE0657,255
735,DE0143,1
735,DE0144,1
735,DE0042,1
735,DE0141,1
735,DE0147,2
735,DE0657,255
736,BU0220,24
736,EC0243,10
736,NI0221,3
736,BU0220,24
736,OG0126,6
737,OG0260,2
737,ME0238,1
737,CS0067,5
737,ME0246,2
737,ME0240,2
737,ME0058,2
737,ME0245,2
738,DE0078,1
738,DE0162,1
738,HL0552,2
739,PT0113,5
739,OG0126,8
739,FI0140,8
739,OG0266,1
739,CO0233,1
740,BI0495,1
740,BI0498,1
740,BI0505,1
740,BI0504,1
741,CO0333,4
741,NI0100,4
741,ME0215,4
742,EC0260,1
742,FI0165,1
742,FI0160,1
742,EC0260,1
742,ST0286,2
743,PT0300,1
743,DE0151,1
743,DE0138,1
743,DE0148,1
744,OG0282,1
744,OG0125,3
744,PR0312,8
745,PT0307,1
745,PS0329,1
745,PT1002,1
746,DE0150,1
746,CT0310,2
746,DE0679,1
746,DE0078,1
746,DE0655,255
746,DE0655,255
747,DE0908,1
747,DE0151,1
747,PT1001,1
748,PT0113,3
748,DE0145,1
748,DE0148,2
748,DE0144,1
748,DE0679,1
748,DE0147,2
749,DE0128,3
749,DE0132,2
749,DE0129,2
749,DE0152,1
750,OG0237,1
750,IP0664,2
750,ID0266,1
750,HL0552,1
751,CS0237,2
751,CS0239,2
751,CS0251,1
751,CS0240,3
751,CS0045,5
752,FI0242,1
752,FI0159,2
752,FI0160,1
753,IP0664,2
753,ID0262,3
754,OG0347,20
754,FI0140,4
754,DE0132,1
754,OG0135,6
755,DF0236,11
755,IP0231,10
755,DF0236,11
755,CM0231,7
755,ST0241,2
755,IM0144,1
756,OG0347,17
756,NI0243,1
756,OG0283,2
756,OG0122,4
756,OG0124,6
757,ME0249,1
757,ME0243,3
